company_id,flight_number,scheduled_departure_date_local,scheduled_departure_station_code,scheduled_arrival_station_code,scheduled_departure_datetime_local,scheduled_arrival_datetime_local,actual_departure_datetime_local,actual_arrival_datetime_local,total_seats,fleet_type,carrier,scheduled_ground_time_minutes,actual_ground_time_minutes,minimum_turn_minutes,total_pax_booked,departure_delay_minutes,load_factor
OO,5125,2025-08-13,ORD,CMX,2025-08-13 11:38:00+00:00,2025-08-13T14:18:00Z,2025-08-13 11:30:00+00:00,2025-08-13T13:50:00Z,50,CRJ-200,Express,43,61,29,46,-8.0,0.92
UA,2147,2025-08-03,ORD,ALB,2025-08-03 18:30:00+00:00,2025-08-03T21:42:00Z,2025-08-03 19:05:00+00:00,2025-08-03T22:01:00Z,126,A319-100,Mainline,85,112,43,115,35.0,0.9126984126984127
UA,1347,2025-08-11,ORD,FLL,2025-08-11 16:20:00+00:00,2025-08-11T20:34:00Z,2025-08-11 16:15:00+00:00,2025-08-11T20:23:00Z,179,B737-MAX9,Mainline,96,93,56,179,-5.0,1.0
UA,944,2025-08-04,ORD,FRA,2025-08-04 15:10:00+00:00,2025-08-05T06:30:00Z,2025-08-04 15:28:00+00:00,2025-08-05T06:15:00Z,318,B787-10,Mainline,1370,1401,155,249,18.0,0.7830188679245284
UA,1933,2025-08-06,ORD,LAS,2025-08-06 08:47:00+00:00,2025-08-06T10:55:00Z,2025-08-06 08:48:00+00:00,2025-08-06T10:39:00Z,166,B737-800,Mainline,53,60,51,135,1.0,0.8132530120481928
UA,739,2025-08-14,ORD,BZN,2025-08-14 19:59:00+00:00,2025-08-14T22:23:00Z,2025-08-14 20:15:00+00:00,2025-08-14T22:30:00Z,150,A320-200,Mainline,64,72,46,124,16.0,0.8266666666666667
UA,752,2025-08-10,ORD,DCA,2025-08-10 12:50:00+00:00,2025-08-10T15:48:00Z,2025-08-10 13:05:00+00:00,2025-08-10T15:53:00Z,150,A320-200,Mainline,183,174,46,150,15.0,1.0
UA,764,2025-08-02,ORD,YYC,2025-08-02 08:45:00+00:00,2025-08-02T11:38:00Z,2025-08-02 08:48:00+00:00,2025-08-02T11:15:00Z,126,B737-700,Mainline,57,76,52,123,3.0,0.9761904761904762
UA,912,2025-08-10,ORD,KEF,2025-08-10 21:10:00+00:00,2025-08-11T08:30:00Z,2025-08-10 21:15:00+00:00,2025-08-11T08:16:00Z,176,B757-200,Mainline,150,160,75,161,5.0,0.9147727272727273
OO,5124,2025-08-04,ORD,EAU,2025-08-04 21:07:00+00:00,2025-08-04T22:30:00Z,2025-08-04 21:05:00+00:00,2025-08-04T22:35:00Z,50,CRJ-200,Express,63,75,29,47,-2.0,0.94
OO,5607,2025-08-09,ORD,TUS,2025-08-09 09:20:00+00:00,2025-08-09T11:26:00Z,2025-08-09 09:32:00+00:00,2025-08-09T11:35:00Z,70,ERJ-175,Express,101,35,34,65,12.0,0.9285714285714286
OO,5414,2025-08-15,ORD,MEM,2025-08-15 15:35:00+00:00,2025-08-15T17:34:00Z,2025-08-15 18:06:00+00:00,2025-08-15T20:12:00Z,50,CRJ-550,Express,-76,34,29,49,151.0,0.98
UA,275,2025-08-15,ORD,RAP,2025-08-15 08:45:00+00:00,2025-08-15T10:20:00Z,2025-08-15 08:36:00+00:00,2025-08-15T09:47:00Z,150,A320-200,Mainline,64,54,46,138,-9.0,0.92
UA,2182,2025-08-02,ORD,PHL,2025-08-02 11:20:00+00:00,2025-08-02T14:29:00Z,2025-08-02 11:13:00+00:00,2025-08-02T14:14:00Z,150,A320-200,Mainline,96,59,46,147,-7.0,0.98
UA,1361,2025-08-08,ORD,STL,2025-08-08 21:20:00+00:00,2025-08-08T22:45:00Z,2025-08-08 22:15:00+00:00,2025-08-08T23:26:00Z,166,B737-800,Mainline,180,150,114,165,55.0,0.9939759036144579
G7,4507,2025-08-02,ORD,CHA,2025-08-02 20:14:00+00:00,2025-08-02T22:59:00Z,2025-08-02 20:17:00+00:00,2025-08-02T22:50:00Z,50,CRJ-550,Express,79,50,29,42,3.0,0.84
UA,1975,2025-08-01,ORD,ATL,2025-08-01 07:30:00+00:00,2025-08-01T10:40:00Z,2025-08-01 07:25:00+00:00,2025-08-01T10:36:00Z,179,B737-MAX9,Mainline,937,959,56,178,-5.0,0.994413407821229
UA,2243,2025-08-10,ORD,RIC,2025-08-10 18:20:00+00:00,2025-08-10T21:30:00Z,2025-08-10 18:44:00+00:00,2025-08-10T22:28:00Z,150,A320-200,Mainline,75,108,46,142,24.0,0.9466666666666667
G7,4613,2025-08-08,ORD,STL,2025-08-08 09:05:00+00:00,2025-08-08T10:40:00Z,2025-08-08 09:22:00+00:00,2025-08-08T10:36:00Z,50,CRJ-550,Express,155,190,29,50,17.0,1.0
UA,1006,2025-08-01,ORD,LGA,2025-08-01 18:00:00+00:00,2025-08-01T21:20:00Z,2025-08-01 18:11:00+00:00,2025-08-01T21:22:00Z,166,B737-800,Mainline,64,89,51,165,11.0,0.9939759036144579
UA,2661,2025-08-12,ORD,LGA,2025-08-12 10:00:00+00:00,2025-08-12T13:18:00Z,2025-08-12 09:50:00+00:00,2025-08-12T13:03:00Z,166,B737-800,Mainline,63,81,51,133,-10.0,0.8012048192771084
UA,576,2025-08-06,ORD,LAX,2025-08-06 15:35:00+00:00,2025-08-06T18:06:00Z,2025-08-06 15:34:00+00:00,2025-08-06T18:32:00Z,200,A321-2NX,Mainline,72,90,62,183,-1.0,0.915
UA,920,2025-08-11,ORD,LHR,2025-08-11 18:05:00+00:00,2025-08-12T08:20:00Z,2025-08-11 18:06:00+00:00,2025-08-12T08:16:00Z,167,B767-300,Mainline,235,215,145,140,1.0,0.8383233532934131
UA,604,2025-08-03,ORD,BNA,2025-08-03 07:10:00+00:00,2025-08-03T08:54:00Z,2025-08-03 07:10:00+00:00,2025-08-03T08:58:00Z,150,A320-200,Mainline,1084,1076,46,128,0.0,0.8533333333333334
YX,3668,2025-08-04,ORD,IND,2025-08-04 08:45:00+00:00,2025-08-04T11:04:00Z,2025-08-04 08:42:00+00:00,2025-08-04T10:40:00Z,76,ERJ-175,Express,50,39,39,75,-3.0,0.9868421052631579
UA,2440,2025-08-01,ORD,LAS,2025-08-01 13:02:00+00:00,2025-08-01T15:03:00Z,2025-08-01 13:11:00+00:00,2025-08-01T15:10:00Z,179,B737-MAX9,Mainline,67,56,64,179,9.0,1.0
UA,1413,2025-08-06,ORD,LGA,2025-08-06 08:55:00+00:00,2025-08-06T12:15:00Z,2025-08-06 08:49:00+00:00,2025-08-06T12:28:00Z,166,B737-800,Mainline,86,51,51,117,-6.0,0.7048192771084337
UA,1069,2025-08-15,ORD,DCA,2025-08-15 19:40:00+00:00,2025-08-15T22:42:00Z,2025-08-15 21:48:00+00:00,2025-08-16T00:45:00Z,126,A319-100,Mainline,-45,65,43,88,128.0,0.6984126984126984
UA,1857,2025-08-07,ORD,MIA,2025-08-07 20:11:00+00:00,2025-08-07T15:14:00Z,2025-08-07 20:11:00+00:00,2025-08-07T21:11:00Z,166,B737-800,Mainline,75,101,51,160,0.0,0.963855421686747
UA,2628,2025-08-06,ORD,BNA,2025-08-06 21:30:00+00:00,2025-08-06T23:20:00Z,2025-08-07 00:05:00+00:00,2025-08-07T01:22:00Z,126,A319-100,Mainline,65,57,43,62,155.0,0.49206349206349204
G7,4188,2025-08-11,ORD,GSO,2025-08-11 18:10:00+00:00,2025-08-11T21:17:00Z,2025-08-11 18:15:00+00:00,2025-08-11T21:29:00Z,50,CRJ-550,Express,80,72,29,48,5.0,0.96
UA,1485,2025-08-03,ORD,SEA,2025-08-03 13:40:00+00:00,2025-08-03T16:20:00Z,2025-08-03 14:05:00+00:00,2025-08-03T16:39:00Z,179,B737-900,Mainline,25,64,56,179,25.0,1.0
G7,4389,2025-08-14,ORD,CID,2025-08-14 12:50:00+00:00,2025-08-14T14:04:00Z,2025-08-14 14:39:00+00:00,2025-08-14T15:39:00Z,50,CRJ-550,Express,-98,31,29,48,109.0,0.96
UA,1830,2025-08-06,ORD,DSM,2025-08-06 13:12:00+00:00,2025-08-06T14:41:00Z,2025-08-06 13:17:00+00:00,2025-08-06T14:57:00Z,150,A320-200,Mainline,58,76,46,140,5.0,0.9333333333333333
OO,5021,2025-08-14,ORD,SUX,2025-08-14 20:50:00+00:00,2025-08-14T22:40:00Z,2025-08-14 21:07:00+00:00,2025-08-14T22:56:00Z,50,CRJ-200,Express,127,112,29,42,17.0,0.84
UA,1082,2025-08-09,ORD,PIT,2025-08-09 14:12:00+00:00,2025-08-09T16:53:00Z,2025-08-09 14:16:00+00:00,2025-08-09T16:38:00Z,150,A320-200,Mainline,58,49,46,144,4.0,0.96
UA,2005,2025-08-05,ORD,TYS,2025-08-05 19:50:00+00:00,2025-08-05T22:35:00Z,2025-08-05 19:47:00+00:00,2025-08-05T22:25:00Z,166,B737-800,Mainline,85,47,51,73,-3.0,0.4397590361445783
UA,938,2025-08-07,ORD,LHR,2025-08-07 21:25:00+00:00,2025-08-08T11:45:00Z,2025-08-07 22:10:00+00:00,2025-08-08T11:58:00Z,167,B767-300,Mainline,600,541,145,158,45.0,0.9461077844311377
G7,4416,2025-08-15,ORD,STL,2025-08-15 18:05:00+00:00,2025-08-15T19:31:00Z,2025-08-15 19:23:00+00:00,2025-08-15T20:40:00Z,50,CRJ-550,Express,60,29,29,50,78.0,1.0
YX,3440,2025-08-06,ORD,YYZ,2025-08-06 07:04:00+00:00,2025-08-06T09:58:00Z,2025-08-06 06:51:00+00:00,2025-08-06T09:42:00Z,76,ERJ-175,Express,539,550,42,75,-13.0,0.9868421052631579
OO,5526,2025-08-11,ORD,ATW,2025-08-11 18:05:00+00:00,2025-08-11T19:18:00Z,2025-08-11 18:02:00+00:00,2025-08-11T19:31:00Z,50,CRJ-200,Express,55,47,29,50,-3.0,1.0
OO,5121,2025-08-11,ORD,FOD,2025-08-11 07:45:00+00:00,2025-08-11T09:20:00Z,2025-08-11 07:32:00+00:00,2025-08-11T08:49:00Z,50,CRJ-200,Express,85,88,29,11,-13.0,0.22
G7,4554,2025-08-01,ORD,GRB,2025-08-01 14:00:00+00:00,2025-08-01T15:11:00Z,2025-08-01 13:59:00+00:00,2025-08-01T15:07:00Z,50,CRJ-550,Express,71,77,29,49,-1.0,0.98
UA,1082,2025-08-03,ORD,PIT,2025-08-03 14:12:00+00:00,2025-08-03T16:53:00Z,2025-08-03 14:22:00+00:00,2025-08-03T17:05:00Z,150,A320-200,Mainline,58,74,46,147,10.0,0.98
OO,5472,2025-08-10,ORD,MDT,2025-08-10 07:15:00+00:00,2025-08-10T10:14:00Z,2025-08-10 07:13:00+00:00,2025-08-10T10:14:00Z,50,CRJ-550,Express,72,77,29,37,-2.0,0.74
OO,5051,2025-08-15,ORD,LAF,2025-08-15 21:15:00+00:00,2025-08-15T23:13:00Z,2025-08-15 21:13:00+00:00,2025-08-15T23:11:00Z,50,CRJ-200,Express,72,39,29,31,-2.0,0.62
OO,5810,2025-08-14,ORD,PIA,2025-08-14 20:20:00+00:00,2025-08-14T21:32:00Z,2025-08-14 20:23:00+00:00,2025-08-14T21:35:00Z,50,CRJ-200,Express,100,86,29,44,3.0,0.88
OO,5624,2025-08-01,ORD,LEX,2025-08-01 17:50:00+00:00,2025-08-01T20:21:00Z,2025-08-01 17:57:00+00:00,2025-08-01T20:34:00Z,76,ERJ-175,Express,65,74,34,65,7.0,0.8552631578947368
UA,721,2025-08-15,ORD,BOS,2025-08-15 09:15:00+00:00,2025-08-15T12:50:00Z,2025-08-15 09:14:00+00:00,2025-08-15T12:41:00Z,179,B737-MAX9,Mainline,80,87,56,168,-1.0,0.9385474860335196
UA,2862,2025-08-12,ORD,IAD,2025-08-12 10:50:00+00:00,2025-08-12T13:49:00Z,2025-08-12 10:43:00+00:00,2025-08-12T13:32:00Z,179,B737-MAX9,Mainline,67,71,56,126,-7.0,0.7039106145251397
UA,2414,2025-08-02,ORD,BNA,2025-08-02 10:43:00+00:00,2025-08-02T12:28:00Z,2025-08-02 12:07:00+00:00,2025-08-02T13:32:00Z,126,B737-700,Mainline,73,52,43,122,84.0,0.9682539682539683
OO,5847,2025-08-05,ORD,DSM,2025-08-05 16:20:00+00:00,2025-08-05T17:49:00Z,2025-08-05 16:19:00+00:00,2025-08-05T17:46:00Z,76,ERJ-175,Express,90,77,34,76,-1.0,1.0
UA,307,2025-08-11,ORD,COS,2025-08-11 09:15:00+00:00,2025-08-11T11:08:00Z,2025-08-11 09:06:00+00:00,2025-08-11T11:07:00Z,126,B737-700,Mainline,65,68,43,126,-9.0,1.0
OO,4645,2025-08-10,ORD,FWA,2025-08-10 11:05:00+00:00,2025-08-10T13:17:00Z,2025-08-10 11:01:00+00:00,2025-08-10T12:58:00Z,50,CRJ-200,Express,285,35,29,48,-4.0,0.96
UA,1398,2025-08-07,ORD,ATL,2025-08-07 18:20:00+00:00,2025-08-07T21:29:00Z,2025-08-07 18:26:00+00:00,2025-08-07T21:54:00Z,166,B737-800,Mainline,75,70,51,141,6.0,0.8493975903614458
UA,1811,2025-08-14,ORD,MSP,2025-08-14 12:45:00+00:00,2025-08-14T14:28:00Z,2025-08-14 12:43:00+00:00,2025-08-14T14:06:00Z,166,B737-MAX8,Mainline,81,100,60,164,-2.0,0.9879518072289156
UA,2677,2025-08-08,ORD,IAD,2025-08-08 17:56:00+00:00,2025-08-08T20:55:00Z,2025-08-08 17:55:00+00:00,2025-08-08T20:45:00Z,176,B757-200,Mainline,246,262,122,168,-1.0,0.9545454545454546
UA,938,2025-08-09,ORD,LHR,2025-08-09 21:25:00+00:00,2025-08-10T11:45:00Z,2025-08-09 21:19:00+00:00,2025-08-10T11:44:00Z,167,B767-300,Mainline,245,250,145,117,-6.0,0.7005988023952096
UA,1778,2025-08-12,ORD,OMA,2025-08-12 08:45:00+00:00,2025-08-12T10:26:00Z,2025-08-12 08:52:00+00:00,2025-08-12T10:22:00Z,166,B737-800,Mainline,173,201,57,123,7.0,0.7409638554216867
YX,3468,2025-08-12,ORD,BGR,2025-08-12 11:50:00+00:00,2025-08-12T15:39:00Z,2025-08-12 11:41:00+00:00,2025-08-12T15:08:00Z,76,ERJ-175,Express,47,55,34,57,-9.0,0.75
UA,660,2025-08-04,ORD,SAN,2025-08-04 09:05:00+00:00,2025-08-04T11:33:00Z,2025-08-04 08:58:00+00:00,2025-08-04T11:14:00Z,200,A321-2NX,Mainline,87,88,62,200,-7.0,1.0
UA,972,2025-08-10,ORD,BRU,2025-08-10 17:50:00+00:00,2025-08-11T08:50:00Z,2025-08-10 18:52:00+00:00,2025-08-11T09:42:00Z,318,B787-10,Mainline,410,470,155,263,62.0,0.8270440251572327
UA,490,2025-08-08,ORD,SAT,2025-08-08 08:45:00+00:00,2025-08-08T11:45:00Z,2025-08-08 08:40:00+00:00,2025-08-08T11:11:00Z,126,B737-700,Mainline,68,65,43,121,-5.0,0.9603174603174603
OO,5314,2025-08-11,ORD,LNK,2025-08-11 19:40:00+00:00,2025-08-11T21:36:00Z,2025-08-11 19:45:00+00:00,2025-08-11T21:39:00Z,50,CRJ-550,Express,49,47,29,42,5.0,0.84
UA,2487,2025-08-01,ORD,PHL,2025-08-01 21:23:00+00:00,2025-08-02T00:30:00Z,2025-08-01 21:48:00+00:00,2025-08-02T00:44:00Z,179,B737-MAX9,Mainline,63,67,56,163,25.0,0.9106145251396648
UA,752,2025-08-01,ORD,DCA,2025-08-01 12:50:00+00:00,2025-08-01T15:48:00Z,2025-08-01 12:55:00+00:00,2025-08-01T15:41:00Z,126,A319-100,Mainline,65,44,43,120,5.0,0.9523809523809523
YX,3690,2025-08-07,ORD,IND,2025-08-07 15:40:00+00:00,2025-08-07T17:53:00Z,2025-08-07 15:36:00+00:00,2025-08-07T18:03:00Z,76,ERJ-175,Express,57,77,34,68,-4.0,0.8947368421052632
OO,5470,2025-08-04,ORD,GEG,2025-08-04 08:40:00+00:00,2025-08-04T10:56:00Z,2025-08-04 08:40:00+00:00,2025-08-04T10:28:00Z,76,ERJ-175,Express,38,59,34,70,0.0,0.9210526315789473
UA,2343,2025-08-07,ORD,IND,2025-08-07 14:21:00+00:00,2025-08-07T16:32:00Z,2025-08-07 14:27:00+00:00,2025-08-07T16:47:00Z,179,B737-900,Mainline,75,76,56,121,6.0,0.6759776536312849
UA,2137,2025-08-08,ORD,SLC,2025-08-08 09:02:00+00:00,2025-08-08T11:40:00Z,2025-08-08 09:05:00+00:00,2025-08-08T11:39:00Z,150,A320-200,Mainline,74,96,46,146,3.0,0.9733333333333334
UA,563,2025-08-09,ORD,EWR,2025-08-09 07:10:00+00:00,2025-08-09T10:28:00Z,2025-08-09 07:07:00+00:00,2025-08-09T10:25:00Z,200,A321-2NX,Mainline,592,602,62,199,-3.0,0.995
UA,767,2025-08-08,ORD,DEN,2025-08-08 21:32:00+00:00,2025-08-08T23:22:00Z,2025-08-08 21:25:00+00:00,2025-08-08T23:14:00Z,200,A321-2NX,Mainline,72,70,62,188,-7.0,0.94
UA,1842,2025-08-12,ORD,SAN,2025-08-12 20:20:00+00:00,2025-08-12T22:44:00Z,2025-08-12 23:22:00+00:00,2025-08-13T01:28:00Z,200,A321-2NX,Mainline,116,55,62,99,182.0,0.495
UA,980,2025-08-14,ORD,DUB,2025-08-14 20:15:00+00:00,2025-08-15T09:45:00Z,2025-08-14 20:18:00+00:00,2025-08-15T09:40:00Z,243,B787-8,Mainline,135,165,150,243,3.0,1.0
UA,1857,2025-08-08,ORD,MIA,2025-08-08 10:54:00+00:00,2025-08-08T15:14:00Z,2025-08-08 10:51:00+00:00,2025-08-08T14:59:00Z,166,B737-800,Mainline,85,97,51,166,-3.0,1.0
UA,2666,2025-08-13,ORD,DEN,2025-08-13 05:00:00+00:00,2025-08-13T06:43:00Z,2025-08-13 04:54:00+00:00,2025-08-13T06:10:00Z,200,A321-2NX,Mainline,447,380,62,186,-6.0,0.93
OO,6004,2025-08-15,ORD,SUN,2025-08-15 19:35:00+00:00,2025-08-15T22:36:00Z,2025-08-15 19:52:00+00:00,2025-08-15T22:46:00Z,70,ERJ-175,Express,40,30,34,41,17.0,0.5857142857142857
UA,786,2025-08-07,ORD,BTV,2025-08-07 11:17:00+00:00,2025-08-07T14:33:00Z,2025-08-07 11:15:00+00:00,2025-08-07T14:24:00Z,150,A320-200,Mainline,93,101,46,147,-2.0,0.98
UA,972,2025-08-05,ORD,BRU,2025-08-05 17:55:00+00:00,2025-08-06T09:00:00Z,2025-08-05 18:03:00+00:00,2025-08-06T09:00:00Z,318,B787-10,Mainline,670,661,155,309,8.0,0.9716981132075472
UA,2154,2025-08-12,ORD,ROC,2025-08-12 18:25:00+00:00,2025-08-12T21:13:00Z,2025-08-12 19:10:00+00:00,2025-08-12T22:32:00Z,179,B737-900,Mainline,115,108,56,123,45.0,0.6871508379888268
OO,5344,2025-08-05,ORD,MBS,2025-08-05 11:05:00+00:00,2025-08-05T13:22:00Z,2025-08-05 10:55:00+00:00,2025-08-05T13:06:00Z,50,CRJ-200,Express,208,179,29,37,-10.0,0.74
UA,1270,2025-08-03,ORD,PUJ,2025-08-03 09:23:00+00:00,2025-08-03T15:05:00Z,2025-08-03 09:22:00+00:00,2025-08-03T15:04:00Z,179,B737-900,Mainline,87,97,70,171,-1.0,0.9553072625698324
OO,5526,2025-08-15,ORD,ATW,2025-08-15 18:05:00+00:00,2025-08-15T19:18:00Z,2025-08-15 18:11:00+00:00,2025-08-15T19:32:00Z,50,CRJ-200,Express,107,48,29,44,6.0,0.88
OO,5280,2025-08-12,ORD,DSM,2025-08-12 21:29:00+00:00,2025-08-12T23:00:00Z,2025-08-12 23:25:00+00:00,2025-08-13T00:42:00Z,76,ERJ-175,Express,279,139,34,71,116.0,0.9342105263157895
OO,5538,2025-08-06,ORD,HSV,2025-08-06 18:25:00+00:00,2025-08-06T20:14:00Z,2025-08-06 19:00:00+00:00,2025-08-06T20:39:00Z,50,CRJ-550,Express,76,102,29,43,35.0,0.86
G7,4395,2025-08-09,ORD,TVC,2025-08-09 18:15:00+00:00,2025-08-09T20:38:00Z,2025-08-09 18:22:00+00:00,2025-08-09T20:46:00Z,50,CRJ-550,Express,85,33,29,45,7.0,0.9
G7,4476,2025-08-13,ORD,CAE,2025-08-13 13:55:00+00:00,2025-08-13T17:00:00Z,2025-08-13 14:00:00+00:00,2025-08-13T17:56:00Z,50,CRJ-550,Express,49,44,29,50,5.0,1.0
OO,5215,2025-08-06,ORD,LNK,2025-08-06 09:06:00+00:00,2025-08-06T11:05:00Z,2025-08-06 09:02:00+00:00,2025-08-06T11:09:00Z,50,CRJ-200,Express,1066,598,29,44,-4.0,0.88
UA,2672,2025-08-06,ORD,PNS,2025-08-06 10:39:00+00:00,2025-08-06T13:06:00Z,2025-08-06 10:33:00+00:00,2025-08-06T12:54:00Z,126,A319-100,Mainline,74,80,43,111,-6.0,0.8809523809523809
OO,5382,2025-08-08,ORD,FWA,2025-08-08 15:35:00+00:00,2025-08-08T17:47:00Z,2025-08-08 15:34:00+00:00,2025-08-08T17:39:00Z,50,CRJ-200,Express,40,56,29,43,-1.0,0.86
OO,5289,2025-08-14,ORD,CRW,2025-08-14 10:35:00+00:00,2025-08-14T13:16:00Z,2025-08-14 10:32:00+00:00,2025-08-14T13:23:00Z,50,CRJ-550,Express,69,58,29,42,-3.0,0.84
G7,4188,2025-08-01,ORD,GSO,2025-08-01 18:10:00+00:00,2025-08-01T21:17:00Z,2025-08-01 20:51:00+00:00,2025-08-01T23:57:00Z,50,CRJ-550,Express,80,29,29,42,161.0,0.84
OO,5843,2025-08-12,ORD,ECP,2025-08-12 10:50:00+00:00,2025-08-12T13:23:00Z,2025-08-12 10:42:00+00:00,2025-08-12T13:10:00Z,76,ERJ-175,Express,195,159,34,57,-8.0,0.75
UA,1657,2025-08-03,ORD,LGA,2025-08-03 07:00:00+00:00,2025-08-03T10:18:00Z,2025-08-03 06:59:00+00:00,2025-08-03T10:03:00Z,166,B737-800,Mainline,68,85,57,166,-1.0,1.0
UA,1785,2025-08-05,ORD,EWR,2025-08-05 16:46:00+00:00,2025-08-05T20:20:00Z,2025-08-05 16:45:00+00:00,2025-08-05T20:14:00Z,179,B737-MAX9,Mainline,111,113,56,156,-1.0,0.8715083798882681
UA,2417,2025-08-08,ORD,SAN,2025-08-08 16:13:00+00:00,2025-08-08T18:35:00Z,2025-08-08 16:12:00+00:00,2025-08-08T18:23:00Z,179,B737-900,Mainline,81,80,56,173,-1.0,0.9664804469273743
UA,1660,2025-08-09,ORD,SFO,2025-08-09 16:50:00+00:00,2025-08-09T19:36:00Z,2025-08-09 18:35:00+00:00,2025-08-09T21:13:00Z,234,B757-300,Mainline,118,96,66,234,105.0,1.0
UA,1775,2025-08-14,ORD,FLL,2025-08-14 10:45:00+00:00,2025-08-14T15:03:00Z,2025-08-14 10:42:00+00:00,2025-08-14T15:12:00Z,179,B737-MAX9,Mainline,75,84,56,179,-3.0,1.0
G7,4482,2025-08-10,ORD,TUL,2025-08-10 15:35:00+00:00,2025-08-10T17:35:00Z,2025-08-10 16:56:00+00:00,2025-08-10T19:14:00Z,50,CRJ-550,Express,40,30,29,50,81.0,1.0
UA,758,2025-08-11,ORD,EWR,2025-08-11 10:35:00+00:00,2025-08-11T13:52:00Z,2025-08-11 10:43:00+00:00,2025-08-11T14:02:00Z,179,B737-900,Mainline,297,239,64,179,8.0,1.0
UA,2090,2025-08-11,ORD,MIA,2025-08-11 07:01:00+00:00,2025-08-11T11:18:00Z,2025-08-11 07:09:00+00:00,2025-08-11T11:23:00Z,179,B737-900,Mainline,1292,1302,56,160,8.0,0.8938547486033519
UA,1693,2025-08-03,ORD,DCA,2025-08-03 13:55:00+00:00,2025-08-03T17:01:00Z,2025-08-03 13:50:00+00:00,2025-08-03T16:54:00Z,150,A320-200,Mainline,57,40,46,130,-5.0,0.8666666666666667
OO,5555,2025-08-12,ORD,MKE,2025-08-12 18:10:00+00:00,2025-08-12T19:10:00Z,2025-08-12 21:42:00+00:00,2025-08-12T22:58:00Z,50,CRJ-200,Express,637,777,29,27,212.0,0.54
UA,1823,2025-08-04,ORD,IAH,2025-08-04 07:10:00+00:00,2025-08-04T10:04:00Z,2025-08-04 07:19:00+00:00,2025-08-04T10:14:00Z,200,A321-2NX,Mainline,105,119,68,200,9.0,1.0
OO,5977,2025-08-14,ORD,ICT,2025-08-14 12:45:00+00:00,2025-08-14T14:48:00Z,2025-08-14 12:44:00+00:00,2025-08-14T14:38:00Z,76,ERJ-175,Express,93,105,34,49,-1.0,0.6447368421052632
UA,1905,2025-08-03,ORD,PIT,2025-08-03 18:10:00+00:00,2025-08-03T20:51:00Z,2025-08-03 18:16:00+00:00,2025-08-03T20:39:00Z,150,A320-200,Mainline,65,75,46,148,6.0,0.9866666666666667
UA,1842,2025-08-03,ORD,SAN,2025-08-03 20:20:00+00:00,2025-08-03T22:44:00Z,2025-08-03 20:39:00+00:00,2025-08-03T22:51:00Z,200,A321-2NX,Mainline,85,56,62,198,19.0,0.99
UA,909,2025-08-07,ORD,AMS,2025-08-07 18:15:00+00:00,2025-08-08T09:20:00Z,2025-08-07 18:15:00+00:00,2025-08-08T09:04:00Z,243,B787-8,Mainline,255,207,150,206,0.0,0.8477366255144033
UA,2865,2025-08-12,ORD,LGA,2025-08-12 18:30:00+00:00,2025-08-12T21:54:00Z,2025-08-12 19:01:00+00:00,2025-08-12T22:59:00Z,166,B737-800,Mainline,86,73,51,148,31.0,0.891566265060241
OO,5915,2025-08-09,ORD,LNK,2025-08-09 16:50:00+00:00,2025-08-09T18:45:00Z,2025-08-09 16:47:00+00:00,2025-08-09T18:59:00Z,50,CRJ-200,Express,45,53,29,43,-3.0,0.86
OO,4780,2025-08-05,ORD,CAK,2025-08-05 11:00:00+00:00,2025-08-05T13:34:00Z,2025-08-05 10:54:00+00:00,2025-08-05T13:18:00Z,50,CRJ-550,Express,70,70,29,41,-6.0,0.82
UA,2011,2025-08-06,ORD,YVR,2025-08-06 08:48:00+00:00,2025-08-06T11:33:00Z,2025-08-06 08:44:00+00:00,2025-08-06T11:16:00Z,150,A320-200,Mainline,67,85,60,146,-4.0,0.9733333333333334
OO,5843,2025-08-04,ORD,ECP,2025-08-04 10:50:00+00:00,2025-08-04T13:23:00Z,2025-08-04 10:44:00+00:00,2025-08-04T13:09:00Z,76,ERJ-175,Express,89,92,34,71,-6.0,0.9342105263157895
UA,2417,2025-08-03,ORD,SAN,2025-08-03 16:13:00+00:00,2025-08-03T18:35:00Z,2025-08-03 16:13:00+00:00,2025-08-03T18:21:00Z,179,B737-900,Mainline,81,84,56,179,0.0,1.0
UA,2616,2025-08-03,ORD,PDX,2025-08-03 12:46:00+00:00,2025-08-03T15:14:00Z,2025-08-03 12:43:00+00:00,2025-08-03T14:48:00Z,166,B737-800,Mainline,75,65,51,164,-3.0,0.9879518072289156
UA,2862,2025-08-02,ORD,IAD,2025-08-02 10:50:00+00:00,2025-08-02T13:49:00Z,2025-08-02 10:45:00+00:00,2025-08-02T13:39:00Z,179,B737-900,Mainline,66,66,56,179,-5.0,1.0
UA,2337,2025-08-10,ORD,IAD,2025-08-10 13:05:00+00:00,2025-08-10T16:10:00Z,2025-08-10 13:06:00+00:00,2025-08-10T16:16:00Z,179,B737-MAX9,Mainline,87,76,56,179,1.0,1.0
OO,5470,2025-08-06,ORD,GEG,2025-08-06 08:40:00+00:00,2025-08-06T10:56:00Z,2025-08-06 08:35:00+00:00,2025-08-06T10:49:00Z,76,ERJ-175,Express,43,39,34,64,-5.0,0.8421052631578947
UA,1205,2025-08-08,ORD,EWR,2025-08-08 11:46:00+00:00,2025-08-08T15:12:00Z,2025-08-08 11:36:00+00:00,2025-08-08T14:43:00Z,179,B737-900,Mainline,67,68,56,166,-10.0,0.9273743016759777
