company_id,flight_number,scheduled_departure_date_local,scheduled_arrival_station_code,scheduled_ground_time_minutes,minimum_turn_minutes,total_seats,tight_ground_time,transfer_bags,origin_bags,total_bags_per_seat,total_pax_booked,total_ssr_count,ssr_per_pax,tight_ground_time_norm,total_bags_per_seat_norm,ssr_per_pax_norm,difficulty_score,daily_difficulty_rank,difficulty_classification
UA,2059,2025-08-09,PDX,62,56,179,0,110,4,0.6368715083798883,174,3.0,0.017241379310344827,0.0,0.34923750566208667,0.10217113665389527,0.15046954743866064,369,Medium
UA,576,2025-08-12,LAX,72,62,200,0,73,79,0.76,180,1.0,0.005555555555555556,0.0,0.5002333177788147,0.044444444444444446,0.18155925407441972,244,Medium
OO,5135,2025-08-08,MCW,32,29,50,0,19,13,0.64,32,2.0,0.0625,0.0,0.42064151570550107,0.375,0.26521383856850034,55,Difficult
UA,359,2025-08-13,MEX,115,60,150,0,21,84,0.7,131,6.0,0.04580152671755725,0.0,0.3832143377531691,0.32933478735005456,0.2375163750344079,114,Difficult
UA,2211,2025-08-15,SEA,99,51,166,0,109,22,0.7891566265060241,160,5.0,0.03125,0.0,0.5238919667590027,0.046875,0.19025565558633425,144,Medium
OO,5323,2025-08-10,CID,136,34,76,0,60,2,0.8157894736842105,72,0.0,0.0,0.0,0.5476735316552251,0.0,0.18255784388507504,340,Medium
UA,2481,2025-08-12,SYR,75,46,150,0,77,10,0.58,117,4.0,0.03418803418803419,0.0,0.3679421371908539,0.27350427350427353,0.21381547023170913,173,Medium
UA,1803,2025-08-11,DEN,66,62,200,0,32,91,0.615,200,3.0,0.015,0.0,0.4057987675894417,0.045,0.15026625586314724,322,Medium
OO,5859,2025-08-15,BZN,660,34,76,0,15,12,0.35526315789473684,74,0.0,0.0,0.0,0.21214371628517276,0.0,0.07071457209505759,526,Easy
OO,5448,2025-08-01,FWA,115,29,50,0,38,24,1.24,50,0.0,0.0,0.0,0.8422472422540832,0.0,0.28074908075136107,78,Difficult
OO,5795,2025-08-13,TUL,55,34,76,0,43,9,0.6842105263157895,76,2.0,0.02631578947368421,0.0,0.37366657208371357,0.1892230576441103,0.1876298765759413,217,Medium
UA,1793,2025-08-14,MSP,68,43,126,0,40,37,0.6111111111111112,125,1.0,0.008,0.0,0.45159272662288347,0.05733333333333333,0.1696420199854056,394,Medium
UA,3,2025-08-02,ZRH,185,145,167,0,117,80,1.1796407185628743,153,1.0,0.006535947712418301,0.0,0.6339272674163868,0.04575163398692811,0.22655963380110497,127,Difficult
YX,3598,2025-08-05,SDF,65,34,76,0,40,23,0.8289473684210527,76,6.0,0.07894736842105263,0.0,0.611480506023056,0.5187969924812029,0.3767591661680863,22,Difficult
YX,3536,2025-08-07,YUL,50,42,76,0,19,26,0.5921052631578947,67,0.0,0.0,0.0,0.3728070175438597,0.0,0.12426900584795324,409,Medium
OO,5819,2025-08-05,DLH,74,29,50,0,13,10,0.46,45,1.0,0.022222222222222223,0.0,0.29368334700574245,0.14603174603174604,0.1465716976791628,365,Medium
UA,2005,2025-08-10,TYS,55,46,150,0,46,9,0.36666666666666664,111,0.0,0.0,0.0,0.2222222222222222,0.0,0.07407407407407407,541,Easy
G7,4429,2025-08-11,FSD,57,29,50,0,39,4,0.86,50,2.0,0.04,0.0,0.5849351604892855,0.12000000000000001,0.23497838682976183,56,Difficult
UA,1974,2025-08-08,PWM,103,43,126,0,48,31,0.626984126984127,123,0.0,0.0,0.0,0.41166430563139883,0.0,0.13722143521046629,419,Easy
UA,1583,2025-08-13,BWI,85,56,179,0,117,36,0.8547486033519553,178,3.0,0.016853932584269662,0.0,0.47678955324356903,0.12118780096308186,0.1993257847355503,194,Medium
OO,5398,2025-08-11,IND,-17,34,76,51,36,25,0.8026315789473685,76,0.0,0.0,0.05054509415262636,0.5429891522699881,0.0,0.19784474880753813,113,Difficult
OO,5414,2025-08-07,MEM,43,34,76,0,32,20,0.6842105263157895,64,2.0,0.03125,0.0,0.44258373205741636,0.125,0.18919457735247214,171,Medium
YX,3694,2025-08-04,ROC,82,34,76,0,23,23,0.6052631578947368,72,1.0,0.013888888888888888,0.0,0.37862565124507075,0.08333333333333333,0.15398632819280136,320,Medium
UA,466,2025-08-14,DCA,121,51,126,0,2,31,0.2619047619047619,73,1.0,0.0136986301369863,0.0,0.18480862389185673,0.09817351598173515,0.09432737995786396,530,Easy
OO,4739,2025-08-13,GRB,65,29,50,0,24,16,0.8,39,2.0,0.05128205128205128,0.0,0.44368352032638786,0.36874236874236876,0.2708086296895855,61,Difficult
OO,5260,2025-08-13,FSD,86,29,50,0,49,5,1.08,50,0.0,0.0,0.0,0.6129972315314003,0.0,0.20433241051046677,179,Medium
UA,1756,2025-08-07,YYZ,74,65,166,0,22,25,0.28313253012048195,109,2.0,0.01834862385321101,0.0,0.13873676524278936,0.07339449541284404,0.07071042021854447,528,Easy
OO,5274,2025-08-09,SBN,73,29,50,0,36,2,0.76,37,2.0,0.05405405405405406,0.0,0.43243243243243246,0.3203203203203203,0.2509175842509176,94,Difficult
OO,5964,2025-08-05,CID,58,34,76,0,48,0,0.631578947368421,68,0.0,0.0,0.0,0.44147489313932897,0.0,0.14715829771310965,363,Medium
UA,2683,2025-08-07,SAN,15,51,166,36,42,79,0.7289156626506024,166,3.0,0.018072289156626505,0.11612903225806452,0.47645125958378975,0.07228915662650602,0.2216231494894534,105,Difficult
UA,2004,2025-08-15,SYR,63,46,150,0,108,45,1.02,150,3.0,0.02,0.0,0.6897506925207756,0.030000000000000002,0.23991689750692521,50,Difficult
OO,5841,2025-08-12,MEM,64,34,70,0,34,18,0.7428571428571429,67,2.0,0.029850746268656716,0.0,0.48763415772281854,0.23880597014925373,0.24214670929069074,125,Medium
OO,5737,2025-08-06,OMA,47,34,76,0,25,3,0.3684210526315789,57,2.0,0.03508771929824561,0.0,0.26593196701430993,0.23558897243107768,0.1671736464817959,327,Medium
UA,2865,2025-08-11,LGA,94,51,166,0,20,24,0.26506024096385544,149,2.0,0.013422818791946308,0.0,0.14993368119770542,0.04026845637583893,0.06340071252451478,559,Easy
YX,3440,2025-08-12,YYZ,539,42,76,0,8,25,0.4342105263157895,75,1.0,0.013333333333333334,0.0,0.26079401724095586,0.10666666666666667,0.12248689463587419,368,Easy
UA,2649,2025-08-01,EWR,162,64,176,0,33,121,0.875,176,1.0,0.005681818181818182,0.0,0.5676467234843087,0.05113636363636364,0.20626102904022411,240,Medium
UA,1658,2025-08-10,EWR,69,62,179,0,17,93,0.6145251396648045,179,5.0,0.027932960893854747,0.0,0.4018298113513077,0.2718808193668529,0.22457021023938686,217,Medium
UA,1306,2025-08-04,TPA,468,56,179,0,21,91,0.6256983240223464,173,3.0,0.017341040462427744,0.0,0.3923135733664842,0.10404624277456646,0.1654532720470169,261,Medium
UA,763,2025-08-09,PWM,79,51,166,0,34,68,0.6144578313253012,157,6.0,0.03821656050955414,0.0,0.33409312927385215,0.22646850672328378,0.186853878665712,251,Medium
UA,777,2025-08-04,LAS,-197,56,179,253,89,60,0.8324022346368715,173,6.0,0.03468208092485549,1.0,0.5307683827384787,0.20809248554913293,0.5796202894292038,1,Difficult
G7,4613,2025-08-15,STL,-9,29,50,38,37,7,0.88,50,0.0,0.0,0.15261044176706828,0.5891620498614959,0.0,0.2472574972095214,41,Difficult
UA,2661,2025-08-10,LGA,63,51,166,0,3,68,0.42771084337349397,166,1.0,0.006024096385542169,0.0,0.2664571328793435,0.058634538152610445,0.10836389034398464,509,Easy
UA,247,2025-08-14,OMA,181,46,150,0,60,10,0.4666666666666667,113,4.0,0.035398230088495575,0.0,0.34124112049323146,0.2536873156342183,0.19830947870914994,304,Medium
G7,4585,2025-08-06,DAY,63,29,50,0,26,1,0.54,49,0.0,0.0,0.0,0.396889400921659,0.0,0.13229646697388633,400,Easy
OO,5564,2025-08-08,SBN,65,29,50,0,39,0,0.78,46,1.0,0.021739130434782608,0.0,0.5172012630879176,0.13043478260869565,0.21587868189887108,146,Medium
UA,617,2025-08-02,CLT,85,51,166,0,102,12,0.6867469879518072,138,4.0,0.028985507246376812,0.0,0.3333823097267117,0.2028985507246377,0.17876028681711645,259,Medium
UA,2427,2025-08-04,CVG,71,43,126,0,59,31,0.7142857142857143,124,1.0,0.008064516129032258,0.0,0.4516513488116247,0.04838709677419355,0.1666794818619394,253,Medium
UA,1306,2025-08-08,TPA,98,62,179,0,18,77,0.5307262569832403,179,2.0,0.0111731843575419,0.0,0.3452740512681481,0.06703910614525141,0.1374377191377998,417,Medium
OO,5521,2025-08-10,ATW,73,29,50,0,25,19,0.88,46,1.0,0.021739130434782608,0.0,0.5942028985507247,0.21159420289855074,0.2685990338164252,117,Difficult
OO,5833,2025-08-02,DTW,63,34,76,0,82,5,1.144736842105263,73,3.0,0.0410958904109589,0.0,0.6126444159178434,0.2876712328767123,0.30010521626485187,38,Difficult
UA,312,2025-08-05,CHS,65,46,150,0,64,35,0.66,146,0.0,0.0,0.0,0.46595570139458575,0.0,0.15531856713152858,336,Medium
UA,1834,2025-08-11,TPA,77,60,166,0,31,94,0.7530120481927711,166,4.0,0.024096385542168676,0.0,0.5067088920383087,0.07228915662650603,0.19299934955493825,131,Difficult
G7,4406,2025-08-02,TVC,78,29,50,0,26,7,0.66,50,2.0,0.04,0.0,0.3170731707317073,0.28,0.19902439024390248,187,Medium
OO,5748,2025-08-09,YWG,47,42,70,0,40,14,0.7714285714285715,70,4.0,0.05714285714285714,0.0,0.44015444015444016,0.3386243386243386,0.2595929262595929,80,Difficult
OO,5108,2025-08-13,SLN,85,29,50,0,19,15,0.68,39,2.0,0.05128205128205128,0.0,0.3711205012385254,0.36874236874236876,0.24662095666029807,95,Difficult
UA,556,2025-08-13,CLT,150,62,179,0,59,24,0.46368715083798884,115,1.0,0.008695652173913044,0.0,0.2403178895494177,0.06252587991718427,0.10094792315553398,450,Easy
UA,1377,2025-08-06,MYR,100,43,126,0,34,48,0.6507936507936508,120,4.0,0.03333333333333333,0.0,0.48145252724745813,0.22380952380952382,0.2350873503523273,156,Medium
UA,533,2025-08-01,OMA,78,46,150,0,75,13,0.5866666666666667,143,0.0,0.0,0.0,0.3507248524926602,0.0,0.11690828416422007,479,Easy
UA,1909,2025-08-02,TVC,79,51,166,0,99,12,0.6686746987951807,148,2.0,0.013513513513513514,0.0,0.32236262121657355,0.0945945945945946,0.13898573860372274,385,Medium
UA,481,2025-08-05,RNO,57,43,126,0,51,37,0.6984126984126984,115,6.0,0.05217391304347826,0.0,0.4990429313645064,0.3428571428571428,0.28063335807388307,78,Difficult
OO,4739,2025-08-10,GRB,-30,29,50,59,37,9,0.92,41,0.0,0.0,0.09276729559748427,0.6231884057971016,0.0,0.23865190046486195,170,Medium
UA,2137,2025-08-14,SLC,68,51,166,0,54,58,0.6746987951807228,161,2.0,0.012422360248447204,0.0,0.5001719786262057,0.08902691511387163,0.19639963124669244,312,Medium
UA,1564,2025-08-04,MSP,85,51,166,0,77,32,0.6566265060240963,163,2.0,0.012269938650306749,0.0,0.4130299474812453,0.0736196319018405,0.1622165264610286,285,Medium
UA,1328,2025-08-05,SMF,76,62,200,0,91,28,0.595,189,4.0,0.021164021164021163,0.0,0.4099671862182116,0.13907785336356762,0.1830150131939264,267,Medium
OO,5833,2025-08-07,DTW,56,34,76,0,45,16,0.8026315789473685,74,2.0,0.02702702702702703,0.0,0.5322966507177035,0.10810810810810811,0.2134682529419372,120,Difficult
OO,5521,2025-08-13,ATW,60,29,50,0,27,21,0.96,46,4.0,0.08695652173913043,0.0,0.5404342124435377,0.6252587991718427,0.3885643372051268,9,Difficult
UA,380,2025-08-02,JAX,80,56,179,0,33,90,0.6871508379888268,163,10.0,0.06134969325153374,0.0,0.3336285597492846,0.4294478527607362,0.25435880417000695,77,Difficult
G7,4549,2025-08-03,MLI,8602,29,50,0,43,1,0.88,45,2.0,0.044444444444444446,0.0,0.6323529411764707,0.2,0.27745098039215693,50,Difficult
OO,5323,2025-08-03,CID,150,34,76,0,52,2,0.7105263157894737,68,0.0,0.0,0.0,0.5077399380804953,0.0,0.1692466460268318,342,Medium
UA,1010,2025-08-07,DCA,785,46,150,0,11,17,0.18666666666666668,70,2.0,0.02857142857142857,0.0,0.06565656565656566,0.11428571428571428,0.05998075998075999,539,Easy
OO,5352,2025-08-02,CAK,59,29,50,0,36,18,1.08,47,0.0,0.0,0.0,0.573170731707317,0.0,0.19105691056910568,213,Medium
OO,5290,2025-08-02,BOI,57,34,70,0,43,18,0.8714285714285714,68,3.0,0.04411764705882353,0.0,0.44599303135888496,0.3088235294117647,0.2516055202568832,88,Difficult
OO,5280,2025-08-05,DSM,64,34,76,0,25,9,0.4473684210526316,45,0.0,0.0,0.0,0.2828029877811839,0.0,0.09426766259372797,470,Easy
OO,5253,2025-08-07,FCA,53,34,76,0,44,9,0.6973684210526315,72,1.0,0.013888888888888888,0.0,0.45255183413078154,0.05555555555555555,0.1693691298954457,234,Medium
UA,576,2025-08-14,LAX,72,62,200,0,96,52,0.74,184,3.0,0.016304347826086956,0.0,0.5500603136308806,0.11684782608695651,0.22230271323927905,235,Medium
UA,468,2025-08-02,IAH,90,62,179,0,23,143,0.9273743016759777,179,5.0,0.027932960893854747,0.0,0.48010628150974244,0.19553072625698323,0.22521233592224188,133,Medium
OO,5125,2025-08-10,CMX,43,29,50,0,34,19,1.06,45,1.0,0.022222222222222223,0.0,0.7246376811594204,0.21629629629629632,0.3136446591519056,61,Difficult
UA,881,2025-08-04,HND,391,100,318,0,256,84,1.069182389937107,293,5.0,0.017064846416382253,0.0,0.6893689199402248,0.10238907849829353,0.2639193328128394,52,Difficult
UA,1785,2025-08-11,EWR,111,56,179,0,28,103,0.7318435754189944,179,4.0,0.0223463687150838,0.0,0.4912311620142561,0.06703910614525141,0.1860900893865025,155,Medium
UA,1224,2025-08-10,LAX,4905,56,179,0,13,146,0.888268156424581,179,2.0,0.0111731843575419,0.0,0.6001943162496964,0.10875232774674116,0.23631554799881252,181,Medium
UA,2401,2025-08-10,NAS,64,65,166,1,54,70,0.7469879518072289,163,4.0,0.024539877300613498,0.0015723270440251573,0.49781735638204994,0.2388548057259714,0.24608149638401552,161,Medium
UA,1741,2025-08-04,JAC,103,43,126,0,41,52,0.7380952380952381,124,0.0,0.0,0.0,0.46759948965949283,0.0,0.15586649655316429,315,Medium
G7,4185,2025-08-03,STL,85,29,50,0,30,11,0.82,49,1.0,0.02040816326530612,0.0,0.5882352941176471,0.09183673469387754,0.2266906762705082,150,Medium
YX,3690,2025-08-03,IND,65,34,76,0,53,6,0.7763157894736842,68,0.0,0.0,0.0,0.5561145510835913,0.0,0.18537151702786378,285,Medium
UA,2497,2025-08-03,DTW,60,43,126,0,55,39,0.746031746031746,122,0.0,0.0,0.0,0.5338468720821662,0.0,0.17794895736072205,306,Medium
UA,2627,2025-08-13,MSP,85,56,179,0,100,55,0.8659217877094972,179,1.0,0.00558659217877095,0.0,0.4835458864919734,0.040170258047353025,0.17457204817977545,252,Medium
UA,602,2025-08-13,PHX,70,56,179,0,46,46,0.5139664804469274,140,3.0,0.02142857142857143,0.0,0.27072138916723715,0.15408163265306124,0.1416010072734328,344,Medium
OO,5603,2025-08-06,FNT,78,29,50,0,28,7,0.7,28,1.0,0.03571428571428571,0.0,0.5190092165898617,0.23979591836734693,0.2529350449857362,124,Difficult
OO,5731,2025-08-01,STL,66,34,76,0,26,18,0.5789473684210527,76,0.0,0.0,0.0,0.34491739138914185,0.0,0.11497246379638061,485,Easy
UA,1413,2025-08-08,LGA,845,51,166,0,12,51,0.3795180722891566,160,1.0,0.00625,0.0,0.24098387900947316,0.037500000000000006,0.09282795966982438,508,Easy
OO,4718,2025-08-14,DAY,75,29,50,0,25,1,0.52,49,0.0,0.0,0.0,0.38198632891033374,0.0,0.12732877630344458,491,Easy
UA,356,2025-08-10,ATL,27,43,126,16,24,59,0.6587301587301587,125,3.0,0.024,0.025157232704402517,0.43386243386243395,0.23360000000000003,0.2308732221889455,197,Medium
UA,2067,2025-08-04,BOS,63,51,166,0,13,79,0.5542168674698795,165,2.0,0.012121212121212121,0.0,0.34443372720788495,0.07272727272727274,0.13905366664505256,373,Medium
UA,275,2025-08-04,RAP,64,46,150,0,39,17,0.37333333333333335,144,0.0,0.0,0.0,0.2232739718701535,0.0,0.07442465729005117,547,Easy
OO,4718,2025-08-05,DAY,-24,34,76,58,35,13,0.631578947368421,72,1.0,0.013888888888888888,0.36024844720496896,0.44147489313932897,0.09126984126984126,0.2976643938713797,67,Difficult
OO,5470,2025-08-13,GEG,43,34,76,0,60,18,1.0263157894736843,74,4.0,0.05405405405405406,0.0,0.5805348282552513,0.38867438867438875,0.32306973897654667,27,Difficult
UA,2361,2025-08-10,LAX,85,72,234,0,42,94,0.5811965811965812,232,5.0,0.021551724137931036,0.0,0.37767868202650823,0.20977011494252876,0.19581626565634566,293,Medium
UA,482,2025-08-09,CHS,504,51,166,0,43,116,0.9578313253012049,159,1.0,0.006289308176100629,0.0,0.5661022468251384,0.03726997437689262,0.20112407373401034,206,Medium
UA,1857,2025-08-07,MIA,75,51,166,0,23,95,0.7108433734939759,160,0.0,0.0,0.0,0.46276013143483025,0.0,0.15425337714494342,295,Medium
UA,1413,2025-08-01,LGA,59,51,166,0,11,53,0.3855421686746988,166,3.0,0.018072289156626505,0.0,0.19941282102442778,0.16265060240963855,0.12068780781135545,473,Easy
OO,5624,2025-08-14,LEX,59,39,76,0,39,7,0.6052631578947368,65,0.0,0.0,0.0,0.44712505026135907,0.0,0.149041683420453,447,Easy
G7,4445,2025-08-12,BHM,60,29,50,0,11,10,0.42,48,0.0,0.0,0.0,0.2503499766682221,0.0,0.0834499922227407,426,Easy
OO,5108,2025-08-02,SLN,52,29,50,0,16,20,0.72,42,1.0,0.023809523809523808,0.0,0.3536585365853658,0.16666666666666666,0.17344173441734415,277,Medium
OO,5984,2025-08-06,BIL,78,34,76,0,51,5,0.7368421052631579,66,3.0,0.045454545454545456,0.0,0.5471289109871452,0.30519480519480524,0.2841079053939835,83,Difficult
UA,664,2025-08-08,LGA,65,51,166,0,18,44,0.37349397590361444,137,2.0,0.014598540145985401,0.0,0.2368289845437926,0.08759124087591241,0.10814007513990166,485,Easy
OO,6002,2025-08-10,AVL,60,34,76,0,41,11,0.6842105263157895,70,3.0,0.04285714285714286,0.0,0.4523264683447751,0.41714285714285715,0.2898231084958774,86,Difficult
OO,5499,2025-08-12,SBN,145,29,50,0,19,14,0.66,43,2.0,0.046511627906976744,0.0,0.42673821745216983,0.37209302325581395,0.2662770802359946,92,Difficult
G7,4530,2025-08-14,SGF,55,29,50,0,19,4,0.46,41,0.0,0.0,0.0,0.3361479694410937,0.0,0.11204932314703124,516,Easy
YX,3716,2025-08-09,CMH,67,34,76,0,51,3,0.7105263157894737,61,2.0,0.03278688524590164,0.0,0.3990042674253201,0.19429265330904674,0.19776564024478893,216,Medium
OO,4638,2025-08-08,COS,65,34,76,0,35,15,0.6578947368421053,75,1.0,0.013333333333333334,0.0,0.43298373905513327,0.08000000000000002,0.17099457968504442,297,Medium
UA,622,2025-08-05,DEN,99,87,364,0,106,172,0.7637362637362637,362,5.0,0.013812154696132596,0.0,0.5553101533413264,0.09076558800315705,0.21535858044816114,186,Medium
UA,1168,2025-08-05,SFO,72,62,200,0,105,70,0.875,199,4.0,0.020100502512562814,0.0,0.6511484823625923,0.13208901651112706,0.2610791662912398,103,Difficult
UA,2629,2025-08-03,CLE,69,56,179,0,65,38,0.5754189944134078,179,6.0,0.0335195530726257,0.0,0.4083963194216234,0.15083798882681565,0.186411436082813,280,Medium
OO,5037,2025-08-05,LAF,24,29,50,5,1,12,0.26,25,0.0,0.0,0.031055900621118012,0.12141099261689911,0.0,0.05082229774600571,511,Easy
UA,970,2025-08-09,FCO,160,155,318,0,56,57,0.3553459119496855,176,1.0,0.005681818181818182,0.0,0.15901750807411183,0.03367003367003367,0.06422918058138183,503,Easy
UA,739,2025-08-03,BZN,192,46,150,0,66,30,0.64,142,2.0,0.014084507042253521,0.0,0.4558823529411765,0.06338028169014084,0.1730875448771058,333,Medium
UA,2154,2025-08-01,ROC,75,56,179,0,104,15,0.664804469273743,175,4.0,0.022857142857142857,0.0,0.409510280250012,0.20571428571428574,0.20507485532143258,243,Medium
UA,1872,2025-08-10,MSP,57,46,150,0,66,38,0.6933333333333334,145,3.0,0.020689655172413793,0.0,0.4589371980676329,0.2013793103448276,0.2201055028041535,229,Medium
UA,2067,2025-08-12,BOS,61,51,166,0,45,50,0.572289156626506,158,3.0,0.0189873417721519,0.0,0.3622750451174741,0.1518987341772152,0.17139125976489644,264,Medium
UA,1815,2025-08-15,MSY,66,46,150,0,29,80,0.7266666666666667,139,5.0,0.03597122302158273,0.0,0.4789935364727609,0.0539568345323741,0.17765012366837832,184,Medium
UA,2394,2025-08-07,DEN,90,66,234,0,27,102,0.5512820512820513,229,2.0,0.008733624454148471,0.0,0.34188034188034194,0.034934497816593885,0.12560494656564528,404,Medium
UA,1983,2025-08-01,LAX,115,56,179,0,57,94,0.8435754189944135,179,4.0,0.0223463687150838,0.0,0.5440050625356596,0.2011173184357542,0.24837412699047126,137,Difficult
UA,1708,2025-08-15,CLE,75,43,126,0,60,18,0.6190476190476191,126,4.0,0.031746031746031744,0.0,0.40167029415644373,0.047619047619047616,0.14976311392516378,272,Medium
UA,2683,2025-08-08,SAN,63,51,166,0,54,66,0.7228915662650602,165,5.0,0.030303030303030304,0.0,0.4778128635532657,0.18181818181818182,0.21987701512381586,133,Difficult
OO,5435,2025-08-10,BDL,45,34,76,0,37,16,0.6973684210526315,76,3.0,0.039473684210526314,0.0,0.46186117467582,0.38421052631578945,0.2820239003305365,99,Difficult
UA,1983,2025-08-04,LAX,67,56,179,0,15,119,0.7486033519553073,179,1.0,0.00558659217877095,0.0,0.47463805461469716,0.033519553072625705,0.16938586922910762,243,Medium
UA,987,2025-08-07,CDG,160,155,318,0,42,77,0.3742138364779874,203,1.0,0.0049261083743842365,0.0,0.2077377549075662,0.019704433497536946,0.07581406280170105,524,Easy
OO,5624,2025-08-15,LEX,60,34,76,0,42,8,0.6578947368421053,54,1.0,0.018518518518518517,0.0,0.429581571657676,0.027777777777777776,0.1524531164784846,266,Medium
UA,1808,2025-08-10,CLE,130,114,166,0,82,13,0.572289156626506,149,0.0,0.0,0.0,0.3712240265409464,0.0,0.12374134218031546,484,Easy
UA,1335,2025-08-03,BUF,84,51,166,0,62,25,0.5240963855421686,142,3.0,0.02112676056338028,0.0,0.3706591070163005,0.09507042253521127,0.1552431765171706,403,Medium
OO,5425,2025-08-13,STL,67,29,50,0,23,3,0.52,44,0.0,0.0,0.0,0.2743698091213755,0.0,0.0914566030404585,467,Easy
UA,2440,2025-08-12,LAS,67,64,179,0,33,45,0.43575418994413406,149,5.0,0.03355704697986577,0.0,0.26192853437331365,0.2684563758389262,0.1767949700707466,252,Medium
UA,2302,2025-08-11,BWI,657,54,150,0,55,46,0.6733333333333333,144,2.0,0.013888888888888888,0.0,0.44845028970845213,0.041666666666666664,0.16337231879170627,237,Medium
UA,2189,2025-08-13,LGA,57,51,166,0,17,34,0.3072289156626506,125,0.0,0.0,0.0,0.14570887367040652,0.0,0.04856962455680217,520,Easy
UA,374,2025-08-03,MSP,73,43,126,0,27,49,0.6031746031746031,121,1.0,0.008264462809917356,0.0,0.4288048552754435,0.0371900826446281,0.1553316459733572,402,Medium
UA,987,2025-08-04,CDG,1600,155,318,0,59,60,0.3742138364779874,196,5.0,0.025510204081632654,0.0,0.2238637521732067,0.15306122448979592,0.12564165888766754,432,Easy
YX,3433,2025-08-09,CVG,60,34,76,0,57,8,0.8552631578947368,71,2.0,0.028169014084507043,0.0,0.4967994310099573,0.16692749087115283,0.2212423072937034,152,Medium
G7,4611,2025-08-12,MDT,45,29,50,0,16,9,0.5,46,1.0,0.021739130434782608,0.0,0.30914605692953806,0.17391304347826086,0.16101970013593297,284,Medium
G7,4529,2025-08-13,SGF,50,29,50,0,34,14,0.96,48,2.0,0.041666666666666664,0.0,0.5404342124435377,0.2996031746031746,0.28001246234890415,50,Difficult
YX,3707,2025-08-07,IND,55,34,76,0,36,12,0.631578947368421,76,0.0,0.0,0.0,0.4027113237639554,0.0,0.13423710792131846,373,Medium
OO,4780,2025-08-04,CAK,70,29,50,0,15,8,0.46,44,0.0,0.0,0.0,0.2813252045563934,0.0,0.09377506818546448,517,Easy
UA,786,2025-08-05,BTV,90,46,150,0,42,43,0.5666666666666667,137,2.0,0.014598540145985401,0.0,0.3855619360131255,0.09593326381647549,0.16049839994320034,324,Medium
UA,2100,2025-08-07,SLC,68,51,166,0,51,48,0.5963855421686747,166,2.0,0.012048192771084338,0.0,0.3760496531580869,0.04819277108433735,0.1414141414141414,349,Medium
UA,729,2025-08-05,DFW,60,52,150,0,18,42,0.4,149,1.0,0.006711409395973154,0.0,0.24200164068908941,0.04410354745925215,0.09536839604944719,468,Easy
YX,3663,2025-08-13,BGR,320,34,70,0,48,4,0.7428571428571429,67,1.0,0.014925373134328358,0.0,0.40912970171312,0.10732054015636106,0.17215008062316037,256,Medium
OO,5977,2025-08-08,ICT,47,34,76,0,43,15,0.7631578947368421,71,3.0,0.04225352112676056,0.0,0.505585052876499,0.2535211267605634,0.25303539321235413,74,Difficult
OO,5229,2025-08-09,ILM,1,34,76,33,26,40,0.868421052631579,76,1.0,0.013157894736842105,0.1506849315068493,0.5056899004267426,0.07797270955165692,0.24478251382841623,106,Difficult
G7,4461,2025-08-11,ABE,106,29,50,0,15,7,0.44,46,1.0,0.021739130434782608,0.0,0.2778442012324106,0.06521739130434782,0.11435386417891948,474,Easy
YX,3601,2025-08-11,YYZ,51,42,76,0,22,28,0.6578947368421053,74,1.0,0.013513513513513514,0.0,0.4371620673130449,0.04054054054054054,0.1592342026178618,268,Medium
OO,5219,2025-08-02,GRB,1530,29,50,0,46,0,0.92,44,0.0,0.0,0.0,0.47560975609756095,0.0,0.15853658536585366,319,Medium
UA,2254,2025-08-07,PDX,175,68,200,0,77,40,0.585,195,2.0,0.010256410256410256,0.0,0.36742424242424243,0.041025641025641026,0.13614996114996117,364,Medium
OO,5337,2025-08-14,ROA,1150,34,76,0,39,14,0.6973684210526315,72,1.0,0.013888888888888888,0.0,0.5174909529553678,0.09953703703703703,0.20567599666413497,275,Medium
UA,1583,2025-08-12,BWI,85,56,179,0,122,21,0.7988826815642458,141,4.0,0.028368794326241134,0.0,0.5288101836041471,0.22695035460992907,0.2519201794046921,113,Difficult
UA,2347,2025-08-15,CLE,60,51,166,0,81,5,0.5180722891566265,123,2.0,0.016260162601626018,0.0,0.32912049861495846,0.02439024390243903,0.11783691417246583,413,Medium
UA,2385,2025-08-15,MSO,56,56,179,0,63,13,0.4245810055865922,147,0.0,0.0,0.0,0.26194791779507576,0.0,0.08731597259835859,497,Easy
UA,1124,2025-08-07,IAH,76,56,179,0,48,49,0.5418994413407822,179,1.0,0.00558659217877095,0.0,0.33477230404604713,0.0223463687150838,0.11903955758704364,430,Easy
UA,1740,2025-08-14,RSW,450,56,179,0,26,28,0.3016759776536313,118,1.0,0.00847457627118644,0.0,0.21519274529227964,0.06073446327683616,0.09197573618970527,533,Easy
UA,1564,2025-08-10,MSP,65,51,166,0,51,43,0.5662650602409639,130,2.0,0.015384615384615385,0.0,0.36685873930504637,0.14974358974358976,0.17220077634954536,367,Medium
UA,708,2025-08-12,MCI,52,51,126,0,35,28,0.5,93,0.0,0.0,0.0,0.30914605692953806,0.0,0.10304868564317936,397,Easy
UA,2488,2025-08-10,LGA,64,51,166,0,7,65,0.43373493975903615,161,3.0,0.018633540372670808,0.0,0.2708224201152436,0.1813664596273292,0.15072962658085762,420,Easy
