company_id,flight_number,scheduled_departure_date_local,departure_delay_minutes,scheduled_ground_time_minutes,minimum_turn_minutes
UA,2251,2025-08-03,2.0,70,43
UA,1168,2025-08-10,70.0,72,62
UA,291,2025-08-03,71.0,65,51
UA,622,2025-08-12,34.0,99,87
OO,5847,2025-08-13,25.0,132,34
UA,2483,2025-08-02,44.0,65,56
UA,1909,2025-08-05,10.0,4,56
UA,1946,2025-08-03,30.0,5,51
G7,4188,2025-08-06,-5.0,71,29
UA,881,2025-08-14,72.0,110,155
YX,3525,2025-08-11,8.0,58,42
YX,3690,2025-08-15,-6.0,57,34
UA,1413,2025-08-13,-3.0,63,51
OO,5964,2025-08-11,-5.0,58,34
OO,5557,2025-08-07,33.0,-16,39
YX,3498,2025-08-11,-2.0,45,34
UA,1594,2025-08-07,13.0,95,43
G7,4474,2025-08-07,-1.0,990,29
OO,5038,2025-08-05,-4.0,88,29
OO,4645,2025-08-14,129.0,-60,29
G7,4542,2025-08-10,-6.0,70,29
OO,5269,2025-08-11,3.0,110,29
OO,5379,2025-08-09,148.0,40,34
G7,4380,2025-08-11,106.0,-60,29
UA,481,2025-08-15,-1.0,91,43
UA,1146,2025-08-01,3.0,41,65
UA,2147,2025-08-12,60.0,100,43
UA,2418,2025-08-07,5.0,720,110
OO,5353,2025-08-01,-10.0,79,29
UA,2067,2025-08-01,27.0,712,110
UA,2649,2025-08-08,3.0,162,64
UA,970,2025-08-05,26.0,160,155
UA,1306,2025-08-05,-8.0,480,56
UA,2862,2025-08-15,-5.0,67,56
OO,5447,2025-08-08,-2.0,925,34
UA,600,2025-08-15,-5.0,86,56
UA,288,2025-08-13,49.0,240,122
OO,5699,2025-08-14,-1.0,79,34
UA,1044,2025-08-06,-3.0,486,66
OO,5448,2025-08-07,0.0,132,29
OO,5037,2025-08-15,-3.0,41,29
G7,4461,2025-08-09,-10.0,108,29
YX,3610,2025-08-14,3.0,144,42
UA,2155,2025-08-06,327.0,1261,62
YX,3409,2025-08-11,3.0,50,42
OO,5234,2025-08-08,-7.0,47,29
YX,3708,2025-08-08,-1.0,40,34
UA,1580,2025-08-06,237.0,55,65
G7,4452,2025-08-05,-9.0,58,29
G7,4476,2025-08-06,-4.0,40,29
OO,5026,2025-08-07,78.0,40,29
UA,2337,2025-08-03,0.0,66,56
UA,1742,2025-08-07,40.0,100,51
UA,1761,2025-08-03,210.0,1541,51
UA,2039,2025-08-07,110.0,722,68
UA,2649,2025-08-12,264.0,162,64
OO,5234,2025-08-13,-7.0,47,29
G7,4479,2025-08-10,-9.0,40,29
UA,1872,2025-08-11,10.0,57,46
OO,4645,2025-08-08,-7.0,70,29
UA,1144,2025-08-03,20.0,90,51
OO,5262,2025-08-09,-6.0,55,29
UA,2147,2025-08-09,-1.0,85,51
G7,4530,2025-08-01,54.0,55,29
UA,1832,2025-08-08,3.0,735,43
YX,3638,2025-08-07,-5.0,72,34
OO,5841,2025-08-06,-2.0,51,34
YX,3685,2025-08-01,-4.0,55,34
OO,5810,2025-08-06,146.0,105,29
OO,4636,2025-08-15,98.0,60,29
OO,5427,2025-08-13,-5.0,61,29
OO,5375,2025-08-02,-5.0,45,29
UA,1239,2025-08-12,-4.0,61,46
UA,2426,2025-08-07,12.0,79,56
OO,5405,2025-08-11,-5.0,47,29
UA,611,2025-08-02,98.0,652,66
G7,4184,2025-08-04,-8.0,45,29
UA,359,2025-08-11,-8.0,95,60
UA,609,2025-08-05,5.0,68,56
UA,1920,2025-08-07,14.0,67,56
G7,4613,2025-08-02,-2.0,60,29
UA,1328,2025-08-09,-5.0,546,62
OO,5847,2025-08-04,-2.0,47,34
UA,2497,2025-08-06,248.0,60,43
UA,980,2025-08-01,34.0,400,95
UA,929,2025-08-12,-1.0,2995,145
UA,2147,2025-08-06,326.0,96,43
OO,5915,2025-08-12,332.0,45,29
UA,466,2025-08-10,-8.0,121,51
UA,291,2025-08-10,25.0,317,43
UA,2226,2025-08-15,8.0,72,56
G7,4491,2025-08-15,-5.0,89,29
G7,4502,2025-08-06,-3.0,64,29
UA,1577,2025-08-14,2.0,80,66
UA,293,2025-08-11,-6.0,57,51
UA,2067,2025-08-06,-5.0,460,51
UA,660,2025-08-09,-4.0,715,62
UA,2370,2025-08-13,37.0,82,56
UA,533,2025-08-08,18.0,78,46
G7,4395,2025-08-07,33.0,65,29
UA,556,2025-08-06,-7.0,150,62
YX,3638,2025-08-04,6.0,78,34
YX,3628,2025-08-07,11.0,60,34
UA,1273,2025-08-13,-7.0,331,66
UA,786,2025-08-01,-5.0,90,46
OO,4718,2025-08-06,10.0,84,34
G7,4546,2025-08-10,4.0,85,29
UA,1129,2025-08-08,-2.0,79,56
OO,5603,2025-08-11,-10.0,86,29
OO,5593,2025-08-09,-1.0,52,34
OO,5021,2025-08-09,26.0,40,29
OO,5695,2025-08-04,5.0,85,34
YX,3421,2025-08-05,-7.0,45,34
UA,1983,2025-08-05,99.0,28,119
UA,1577,2025-08-01,15.0,123,66
OO,5631,2025-08-06,9.0,94,29
G7,4406,2025-08-08,-5.0,80,29
UA,1525,2025-08-01,4.0,70,43
UA,1920,2025-08-03,54.0,67,56
OO,5447,2025-08-02,7.0,71,34
UA,793,2025-08-15,79.0,-45,46
OO,5763,2025-08-13,0.0,280,34
UA,1414,2025-08-07,-9.0,57,46
UA,1156,2025-08-03,28.0,165,56
UA,1314,2025-08-12,4.0,72,62
UA,2661,2025-08-05,-1.0,63,51
G7,4456,2025-08-10,-3.0,979,29
UA,909,2025-08-01,27.0,3160,95
OO,5376,2025-08-10,35.0,77,34
UA,708,2025-08-13,9.0,70,43
UA,1069,2025-08-12,107.0,-23,54
UA,1658,2025-08-11,-2.0,506,56
UA,2635,2025-08-08,15.0,67,51
UA,1815,2025-08-09,0.0,66,46
UA,1538,2025-08-09,1.0,76,43
G7,4461,2025-08-10,-3.0,115,33
OO,5398,2025-08-14,-2.0,80,34
G7,4559,2025-08-08,-11.0,101,29
UA,2172,2025-08-11,3.0,77,51
UA,2378,2025-08-07,21.0,77,62
G7,4590,2025-08-12,9.0,110,29
OO,5427,2025-08-14,100.0,90,29
OO,5026,2025-08-11,24.0,40,29
G7,4571,2025-08-11,-5.0,70,29
UA,374,2025-08-05,-2.0,82,43
G7,4559,2025-08-15,-6.0,62,29
UA,1803,2025-08-06,-1.0,791,62
OO,5274,2025-08-15,141.0,65,29
UA,416,2025-08-14,65.0,1895,150
YX,3614,2025-08-05,-3.0,275,34
UA,343,2025-08-01,4.0,69,46
YX,3498,2025-08-04,-4.0,45,34
UA,2387,2025-08-02,-5.0,379,56
UA,561,2025-08-08,-2.0,68,43
UA,1872,2025-08-09,15.0,102,46
OO,5699,2025-08-13,0.0,90,34
UA,1872,2025-08-14,30.0,57,46
UA,1811,2025-08-07,9.0,170,51
UA,1677,2025-08-15,-3.0,53,51
UA,1616,2025-08-11,-1.0,70,56
UA,2154,2025-08-02,31.0,123,119
OO,4766,2025-08-02,107.0,42,29
UA,695,2025-08-01,13.0,93,56
UA,1198,2025-08-11,-8.0,103,70
UA,1006,2025-08-09,1.0,56,51
G7,4476,2025-08-02,-7.0,112,29
UA,2176,2025-08-09,0.0,140,51
OO,5253,2025-08-09,8.0,164,70
OO,5138,2025-08-11,3.0,53,29
UA,1923,2025-08-06,304.0,-7,43
UA,1708,2025-08-02,5.0,167,43
OO,5610,2025-08-15,-1.0,67,29
UA,2628,2025-08-07,54.0,93,56
OO,5383,2025-08-09,4.0,40,29
OO,5353,2025-08-08,23.0,92,29
YX,3663,2025-08-06,27.0,79,34
OO,5726,2025-08-03,10.0,48,29
UA,2006,2025-08-13,2.0,206,65
UA,2154,2025-08-08,12.0,93,56
OO,5607,2025-08-10,-5.0,101,34
UA,1525,2025-08-04,61.0,35,43
OO,5726,2025-08-07,-8.0,48,29
UA,758,2025-08-12,102.0,177,56
UA,1077,2025-08-04,-5.0,471,51
UA,1775,2025-08-08,12.0,89,62
UA,2337,2025-08-01,4.0,73,56
OO,4638,2025-08-15,26.0,77,34
UA,617,2025-08-14,13.0,85,51
UA,1270,2025-08-10,0.0,-22,70
UA,1363,2025-08-05,12.0,75,62
G7,4517,2025-08-11,11.0,127,29
G7,4563,2025-08-07,-7.0,74,29
UA,1983,2025-08-10,49.0,67,56
UA,2347,2025-08-05,98.0,62,51
UA,1905,2025-08-14,102.0,65,46
OO,5234,2025-08-10,42.0,1280,29
OO,5493,2025-08-10,-3.0,104,29
UA,1756,2025-08-08,63.0,57,65
YX,3523,2025-08-06,-1.0,54,39
UA,2179,2025-08-08,0.0,78,66
UA,2661,2025-08-06,-6.0,63,51
UA,2369,2025-08-03,-3.0,69,51
OO,5392,2025-08-03,17.0,41,34
OO,5444,2025-08-05,-8.0,40,29
UA,1525,2025-08-11,-1.0,70,43
OO,5118,2025-08-15,13.0,40,29
UA,1077,2025-08-15,5.0,1736,51
UA,592,2025-08-02,19.0,65,43
G7,4389,2025-08-15,22.0,36,29
OO,5314,2025-08-03,7.0,64,29
UA,2202,2025-08-06,139.0,75,56
UA,293,2025-08-13,18.0,202,51
UA,881,2025-08-09,0.0,365,155
YX,3690,2025-08-05,-1.0,215,34
UA,2290,2025-08-03,-4.0,68,43
UA,1347,2025-08-04,5.0,105,56
YX,3464,2025-08-05,0.0,330,34
OO,4748,2025-08-02,2.0,85,29
OO,4809,2025-08-07,69.0,58,34
UA,1933,2025-08-05,-4.0,77,56
UA,1069,2025-08-01,32.0,65,43
OO,5138,2025-08-02,-7.0,43,29
UA,2179,2025-08-13,15.0,78,66
YX,3571,2025-08-13,-4.0,83,34
UA,1156,2025-08-09,57.0,95,56
YX,3610,2025-08-06,-1.0,76,42
G7,4554,2025-08-03,7.0,71,29
UA,1168,2025-08-03,2.0,72,62
UA,1363,2025-08-12,198.0,-121,62
UA,1314,2025-08-09,43.0,72,62
UA,912,2025-08-14,54.0,150,75
UA,622,2025-08-09,-3.0,1104,87
YX,3569,2025-08-02,-1.0,56,39
YX,3464,2025-08-03,4.0,50,34
UA,1291,2025-08-10,1.0,85,62
UA,307,2025-08-09,-4.0,70,43
G7,4611,2025-08-07,-2.0,45,29
YX,3716,2025-08-11,-3.0,47,34
UA,2287,2025-08-09,-3.0,891,43
UA,2653,2025-08-02,-6.0,96,62
UA,2004,2025-08-04,6.0,63,46
G7,4429,2025-08-06,-7.0,84,29
UA,845,2025-08-02,60.0,565,155
UA,1779,2025-08-11,39.0,67,56
UA,286,2025-08-05,-3.0,501,56
UA,1413,2025-08-15,0.0,76,51
UA,2385,2025-08-05,-4.0,71,51
OO,5429,2025-08-05,-3.0,89,34
UA,777,2025-08-14,156.0,44,51
UA,695,2025-08-03,12.0,93,56
UA,2092,2025-08-09,-7.0,123,57
UA,2677,2025-08-12,183.0,246,122
G7,4425,2025-08-07,-4.0,106,29
G7,4431,2025-08-13,-2.0,51,29
UA,2672,2025-08-07,-3.0,964,43
OO,5260,2025-08-07,159.0,949,29
UA,2071,2025-08-12,-6.0,73,62
OO,5499,2025-08-10,144.0,68,29
UA,466,2025-08-11,-8.0,117,43
G7,4519,2025-08-07,12.0,75,29
UA,533,2025-08-15,10.0,78,46
OO,5309,2025-08-07,11.0,82,29
OO,4748,2025-08-14,9.0,3,29
G7,4530,2025-08-15,-8.0,55,29
UA,2629,2025-08-04,-2.0,64,56
UA,1304,2025-08-10,3.0,86,51
UA,1851,2025-08-04,-15.0,88,43
UA,2370,2025-08-04,15.0,73,56
OO,5383,2025-08-11,0.0,40,29
YX,3610,2025-08-11,-4.0,69,42
UA,2133,2025-08-06,22.0,110,122
OO,5099,2025-08-12,-8.0,46,29
UA,1531,2025-08-11,23.0,64,43
UA,2394,2025-08-11,1.0,93,66
OO,5251,2025-08-09,-1.0,146,34
UA,1941,2025-08-10,55.0,72,46
UA,2609,2025-08-05,-8.0,89,43
UA,291,2025-08-07,4.0,201,46
UA,1316,2025-08-10,3.0,85,43
UA,291,2025-08-11,3.0,65,46
G7,4568,2025-08-15,-9.0,47,29
UA,1129,2025-08-01,3.0,67,56
OO,5505,2025-08-15,-1.0,84,29
OO,4792,2025-08-15,9.0,58,34
G7,4458,2025-08-07,-6.0,63,29
OO,5930,2025-08-08,-5.0,75,29
UA,2424,2025-08-12,27.0,80,56
UA,118,2025-08-14,145.0,0,75
UA,1989,2025-08-07,29.0,70,56
OO,5225,2025-08-10,-4.0,90,29
YX,3668,2025-08-05,-2.0,136,34
UA,1398,2025-08-01,12.0,70,51
UA,2465,2025-08-12,-6.0,68,56
YX,3523,2025-08-12,208.0,54,39
UA,2099,2025-08-09,-6.0,125,56
UA,2182,2025-08-10,-3.0,96,46
OO,5376,2025-08-02,182.0,-141,39
G7,4504,2025-08-08,-6.0,53,29
OO,5135,2025-08-06,-8.0,43,29
OO,4789,2025-08-15,1.0,71,34
OO,5868,2025-08-12,11.0,187,42
UA,980,2025-08-07,21.0,320,155
UA,2104,2025-08-03,-1.0,605,56
OO,5948,2025-08-01,6.0,53,34
OO,5795,2025-08-07,-7.0,63,34
UA,1421,2025-08-10,-4.0,481,62
OO,5977,2025-08-11,-8.0,47,34
UA,1832,2025-08-04,0.0,659,43
UA,2364,2025-08-11,-5.0,59,51
UA,1068,2025-08-05,-11.0,852,56
UA,1448,2025-08-09,5.0,73,43
UA,1974,2025-08-01,5.0,103,43
UA,2225,2025-08-03,-2.0,76,51
OO,5603,2025-08-07,43.0,93,29
OO,5859,2025-08-08,1.0,666,34
UA,1361,2025-08-04,15.0,60,43
OO,4809,2025-08-08,-8.0,72,34
OO,5505,2025-08-01,23.0,840,29
OO,5108,2025-08-15,-9.0,85,29
UA,1182,2025-08-05,-5.0,75,46
OO,5045,2025-08-01,10.0,305,29
OO,5131,2025-08-04,-8.0,40,29
OO,5712,2025-08-12,5.0,42,34
G7,4552,2025-08-02,-4.0,65,29
OO,5352,2025-08-09,5.0,59,29
YX,3536,2025-08-02,11.0,45,42
YX,3696,2025-08-05,-10.0,50,34
G7,4468,2025-08-10,72.0,55,29
G7,4597,2025-08-11,-8.0,-120,29
OO,5984,2025-08-02,-5.0,775,34
UA,1531,2025-08-05,12.0,99,46
YX,3654,2025-08-07,-2.0,66,34
OO,5444,2025-08-04,-8.0,77,29
OO,4789,2025-08-13,-1.0,70,34
OO,5631,2025-08-09,-5.0,95,29
YX,3610,2025-08-13,-8.0,82,42
G7,4542,2025-08-06,69.0,85,29
UA,909,2025-08-06,119.0,270,150
UA,972,2025-08-15,23.0,155,155
UA,1010,2025-08-04,-4.0,92,52
UA,291,2025-08-08,45.0,65,46
OO,5610,2025-08-05,-10.0,67,29
UA,2424,2025-08-02,4.0,98,56
YX,3628,2025-08-13,0.0,120,39
UA,561,2025-08-15,78.0,-11,43
YX,3535,2025-08-03,-1.0,82,34
OO,5099,2025-08-14,7.0,1174,29
UA,1082,2025-08-08,7.0,57,46
G7,4584,2025-08-15,10.0,92,29
G7,4406,2025-08-01,-5.0,101,29
UA,2418,2025-08-02,29.0,855,43
UA,2653,2025-08-09,-4.0,82,56
UA,1811,2025-08-03,-3.0,81,60
OO,5275,2025-08-03,7.0,119,29
UA,729,2025-08-11,0.0,764,46
UA,1306,2025-08-07,24.0,90,62
UA,1270,2025-08-12,-7.0,87,70
G7,4517,2025-08-10,9.0,127,29
UA,359,2025-08-03,-3.0,891,60
UA,1803,2025-08-03,-9.0,82,62
UA,2635,2025-08-01,6.0,20,43
UA,1492,2025-08-15,33.0,73,43
UA,2465,2025-08-13,4.0,68,56
UA,1657,2025-08-02,25.0,32,52
G7,4610,2025-08-13,-3.0,36,29
UA,1740,2025-08-10,-2.0,479,56
OO,5251,2025-08-12,859.0,382,34
G7,4173,2025-08-05,-1.0,101,29
OO,5140,2025-08-07,87.0,139,29
OO,4792,2025-08-02,-1.0,51,34
UA,1741,2025-08-03,-1.0,75,43
YX,3707,2025-08-05,-4.0,52,39
UA,2008,2025-08-08,170.0,-95,66
UA,1135,2025-08-02,-7.0,104,65
G7,4390,2025-08-13,-4.0,54,29
YX,3601,2025-08-10,-2.0,52,42
YX,3707,2025-08-08,7.0,61,34
UA,1335,2025-08-10,70.0,70,56
UA,1538,2025-08-10,111.0,-32,43
OO,5395,2025-08-01,-7.0,65,34
OO,4638,2025-08-09,35.0,50,34
OO,5628,2025-08-13,3.0,1170,34
OO,4809,2025-08-02,5.0,768,34
UA,1920,2025-08-08,75.0,67,56
UA,1803,2025-08-13,0.0,614,62
UA,1872,2025-08-12,5.0,24,46
UA,2290,2025-08-15,54.0,-12,43
UA,2691,2025-08-06,-9.0,245,62
OO,5819,2025-08-13,-9.0,55,29
UA,275,2025-08-14,-1.0,57,46
UA,1209,2025-08-09,7.0,60,56
UA,481,2025-08-01,15.0,91,43
UA,1594,2025-08-04,-1.0,98,43
OO,5968,2025-08-10,-3.0,76,34
UA,1178,2025-08-04,1.0,77,43
UA,1612,2025-08-04,-1.0,65,43
OO,5763,2025-08-01,0.0,47,34
UA,622,2025-08-06,-4.0,99,87
UA,2361,2025-08-12,9.0,85,62
UA,2172,2025-08-01,-1.0,77,51
UA,1878,2025-08-08,8.0,79,62
YX,3598,2025-08-12,160.0,289,34
UA,1041,2025-08-12,44.0,57,43
UA,2665,2025-08-11,216.0,-62,56
OO,5603,2025-08-08,-6.0,93,29
UA,1120,2025-08-09,-7.0,442,70
OO,5852,2025-08-12,-3.0,85,34
YX,3402,2025-08-09,6.0,45,42
OO,5505,2025-08-08,-2.0,84,29
OO,5250,2025-08-13,7.0,65,34
YX,3668,2025-08-11,14.0,50,39
YX,3598,2025-08-04,45.0,50,34
OO,5626,2025-08-10,-5.0,864,29
UA,1576,2025-08-05,15.0,80,51
OO,4791,2025-08-02,0.0,67,29
G7,4426,2025-08-06,-4.0,47,29
OO,5138,2025-08-04,1.0,70,29
OO,5608,2025-08-12,-3.0,93,29
G7,4484,2025-08-05,-2.0,65,29
OO,5344,2025-08-04,-1.0,106,29
OO,5027,2025-08-07,-8.0,695,29
UA,1205,2025-08-01,-4.0,67,56
UA,399,2025-08-06,4.0,91,51
UA,1252,2025-08-07,-7.0,585,43
UA,953,2025-08-13,19.0,255,150
UA,2387,2025-08-04,54.0,78,62
UA,1923,2025-08-02,1.0,103,43
OO,5395,2025-08-10,7.0,71,34
UA,2137,2025-08-10,5.0,63,51
UA,247,2025-08-08,-4.0,69,46
OO,5532,2025-08-01,-8.0,671,34
UA,1100,2025-08-08,-10.0,660,51
G7,4380,2025-08-10,-2.0,35,29
UA,1975,2025-08-13,0.0,62,52
UA,219,2025-08-12,-3.0,191,88
UA,2494,2025-08-10,14.0,77,64
UA,224,2025-08-02,-6.0,111,51
OO,5138,2025-08-14,-3.0,53,29
UA,445,2025-08-02,29.0,72,56
G7,4474,2025-08-10,78.0,-32,29
UA,2684,2025-08-06,-4.0,62,56
UA,1740,2025-08-13,1.0,441,56
OO,5668,2025-08-13,159.0,40,29
UA,481,2025-08-10,-3.0,57,43
UA,1583,2025-08-15,-5.0,85,56
OO,5472,2025-08-03,-4.0,72,29
UA,1584,2025-08-11,8.0,88,62
OO,5121,2025-08-07,7.0,12,29
UA,1291,2025-08-08,-3.0,85,62
UA,617,2025-08-09,-2.0,114,51
OO,5557,2025-08-15,-8.0,70,34
UA,2008,2025-08-06,81.0,-37,62
OO,5474,2025-08-05,-7.0,105,29
OO,5225,2025-08-03,-8.0,40,29
UA,2683,2025-08-04,92.0,-49,51
UA,1273,2025-08-08,-2.0,725,66
UA,2369,2025-08-13,-7.0,773,56
UA,1030,2025-08-07,11.0,60,43
UA,1306,2025-08-13,-4.0,92,62
UA,2424,2025-08-13,5.0,81,56
UA,2684,2025-08-03,177.0,71,56
UA,881,2025-08-11,-3.0,365,155
OO,5593,2025-08-01,-4.0,55,34
UA,1252,2025-08-10,0.0,3464,43
UA,1848,2025-08-05,-3.0,70,43
OO,5847,2025-08-15,13.0,47,34
G7,4533,2025-08-02,-4.0,57,29
UA,1779,2025-08-10,10.0,67,56
UA,769,2025-08-09,35.0,215,150
UA,1872,2025-08-03,-1.0,57,46
UA,1097,2025-08-12,-7.0,106,51
UA,2337,2025-08-02,33.0,-4,56
UA,660,2025-08-10,0.0,592,62
G7,4549,2025-08-02,-3.0,115,29
G7,4590,2025-08-09,-7.0,116,29
UA,275,2025-08-08,-2.0,48,46
UA,2254,2025-08-12,-1.0,611,62
UA,1857,2025-08-01,-6.0,85,51
G7,4610,2025-08-06,-6.0,59,29
UA,1909,2025-08-08,-1.0,175,56
UA,1564,2025-08-06,291.0,310,51
OO,5427,2025-08-11,0.0,61,29
UA,2329,2025-08-01,10.0,59,46
OO,4809,2025-08-06,-10.0,72,34
OO,5446,2025-08-08,97.0,-61,39
G7,4518,2025-08-05,4.0,112,29
UA,1842,2025-08-08,-1.0,85,62
UA,1448,2025-08-15,-3.0,65,43
OO,5601,2025-08-13,15.0,240,29
OO,5643,2025-08-03,0.0,45,29
G7,4501,2025-08-03,-11.0,134,29
OO,5726,2025-08-14,-4.0,48,29
G7,4599,2025-08-09,-5.0,65,29
UA,2483,2025-08-12,0.0,73,56
UA,777,2025-08-11,-2.0,79,56
UA,1485,2025-08-07,-5.0,69,56
UA,1658,2025-08-03,-5.0,408,56
UA,1448,2025-08-13,-1.0,74,43
UA,2653,2025-08-12,-3.0,82,56
UA,1082,2025-08-05,-9.0,78,46
UA,1010,2025-08-02,-1.0,642,46
UA,1761,2025-08-11,66.0,100,43
UA,1899,2025-08-14,10.0,73,52
UA,1801,2025-08-14,30.0,75,66
OO,5100,2025-08-15,63.0,53,29
OO,5253,2025-08-03,10.0,53,34
UA,482,2025-08-08,-2.0,63,57
UA,224,2025-08-06,108.0,-9,51
UA,721,2025-08-03,-1.0,80,56
UA,2677,2025-08-04,15.0,231,122
UA,2691,2025-08-11,-3.0,147,62
UA,533,2025-08-12,193.0,78,46
YX,3568,2025-08-06,7.0,68,42
UA,275,2025-08-06,18.0,84,46
G7,4491,2025-08-05,-8.0,89,29
UA,1363,2025-08-04,-2.0,75,62
UA,1989,2025-08-13,12.0,70,56
UA,2414,2025-08-15,-4.0,69,51
UA,669,2025-08-04,-3.0,78,57
OO,5948,2025-08-10,64.0,51,34
OO,5717,2025-08-13,-8.0,1119,34
UA,1832,2025-08-01,0.0,594,46
OO,4789,2025-08-01,-1.0,96,34
UA,1069,2025-08-10,23.0,154,43
UA,2290,2025-08-12,30.0,68,43
UA,2657,2025-08-14,-1.0,94,56
UA,2225,2025-08-05,-5.0,70,56
UA,1803,2025-08-01,-2.0,82,62
OO,5731,2025-08-13,-5.0,100,34
OO,5100,2025-08-14,56.0,53,29
OO,5269,2025-08-06,-6.0,110,29
OO,5230,2025-08-10,100.0,45,29
OO,5253,2025-08-08,10.0,47,34
G7,4188,2025-08-10,86.0,356,29
UA,2038,2025-08-11,3.0,599,43
OO,5763,2025-08-10,20.0,47,34
OO,5314,2025-08-06,9.0,64,29
OO,5712,2025-08-13,-2.0,76,34
OO,5420,2025-08-01,-5.0,58,29
OO,5836,2025-08-11,5.0,165,29
OO,5737,2025-08-14,14.0,146,34
G7,4571,2025-08-03,-2.0,85,29
UA,944,2025-08-02,-1.0,1635,155
UA,2100,2025-08-11,-5.0,68,51
UA,929,2025-08-08,43.0,115,145
OO,5999,2025-08-01,11.0,92,34
UA,708,2025-08-07,-6.0,54,43
G7,4568,2025-08-05,-10.0,43,29
UA,2370,2025-08-03,4.0,82,56
YX,3610,2025-08-10,-1.0,64,42
UA,1793,2025-08-11,-4.0,75,43
OO,5821,2025-08-01,-5.0,62,29
UA,695,2025-08-05,28.0,63,56
UA,1358,2025-08-08,-5.0,2195,43
UA,1815,2025-08-11,-2.0,66,46
G7,4613,2025-08-11,7.0,72,29
UA,912,2025-08-13,83.0,150,75
UA,617,2025-08-01,4.0,90,51
UA,695,2025-08-06,114.0,71,56
UA,845,2025-08-08,114.0,360,155
UA,1980,2025-08-08,-8.0,468,51
OO,5290,2025-08-13,-1.0,81,34
G7,4519,2025-08-14,35.0,75,29
UA,2653,2025-08-13,-6.0,667,56
UA,695,2025-08-11,-4.0,93,56
G7,4425,2025-08-08,-2.0,106,29
UA,1580,2025-08-10,82.0,65,70
UA,2008,2025-08-15,-7.0,81,66
UA,2200,2025-08-09,16.0,63,51
UA,1377,2025-08-05,-6.0,111,43
YX,3635,2025-08-13,-9.0,166,34
OO,5425,2025-08-06,-6.0,70,29
UA,1044,2025-08-13,-3.0,984,66
G7,4529,2025-08-12,-7.0,50,29
UA,1776,2025-08-14,-4.0,75,51
UA,2251,2025-08-13,20.0,63,43
OO,5260,2025-08-04,4.0,68,29
UA,2635,2025-08-09,35.0,51,43
OO,4645,2025-08-01,0.0,88,29
OO,5136,2025-08-03,0.0,779,29
OO,5121,2025-08-01,-11.0,52,29
OO,5136,2025-08-10,-3.0,52,29
OO,5121,2025-08-04,-6.0,680,29
OO,5136,2025-08-05,-11.0,52,29
OO,5121,2025-08-10,14.0,12,29
OO,5121,2025-08-08,-5.0,85,29
OO,5652,2025-08-08,-1.0,43,34
UA,476,2025-08-15,91.0,-52,43
UA,1859,2025-08-04,5.0,65,43
UA,2653,2025-08-04,-3.0,69,56
UA,1495,2025-08-02,25.0,68,56
OO,5375,2025-08-01,-4.0,45,29
UA,2004,2025-08-05,28.0,63,46
UA,1612,2025-08-02,-3.0,65,43
UA,2333,2025-08-01,-3.0,192,56
UA,2189,2025-08-10,-2.0,71,51
UA,276,2025-08-11,3.0,72,62
UA,1823,2025-08-11,-4.0,431,62
UA,2154,2025-08-11,340.0,-120,56
UA,1878,2025-08-05,58.0,-28,62
OO,5138,2025-08-12,-9.0,353,29
OO,5292,2025-08-06,-9.0,741,42
OO,4780,2025-08-10,74.0,-58,29
OO,5380,2025-08-05,-9.0,647,34
UA,2657,2025-08-07,33.0,94,56
YX,3525,2025-08-07,0.0,58,42
G7,4491,2025-08-14,118.0,80,29
G7,4590,2025-08-04,-7.0,50,29
YX,3655,2025-08-15,-5.0,51,34
UA,288,2025-08-03,6.0,212,75
YX,3654,2025-08-11,-4.0,66,34
UA,503,2025-08-14,10.0,118,66
OO,5565,2025-08-08,106.0,41,29
OO,5219,2025-08-11,-7.0,62,34
OO,5536,2025-08-04,5.0,20,34
OO,5534,2025-08-13,0.0,70,34
OO,4718,2025-08-03,1.0,75,29
G7,4571,2025-08-06,8.0,65,29
OO,5565,2025-08-03,-1.0,126,29
OO,5230,2025-08-08,16.0,45,29
OO,5020,2025-08-10,-8.0,40,29
OO,5320,2025-08-13,-1.0,54,29
UA,980,2025-08-13,25.0,1565,150
UA,2385,2025-08-07,-11.0,954,51
OO,5841,2025-08-04,22.0,57,34
UA,2414,2025-08-07,0.0,993,114
UA,2323,2025-08-13,-6.0,556,62
UA,265,2025-08-04,8.0,68,52
UA,2361,2025-08-14,21.0,456,66
G7,4542,2025-08-08,-4.0,85,29
OO,5836,2025-08-08,-8.0,56,29
UA,2243,2025-08-15,13.0,86,46
OO,5353,2025-08-04,-11.0,92,29
OO,5292,2025-08-07,-7.0,3630,42
UA,1239,2025-08-02,-2.0,113,46
UA,1599,2025-08-03,0.0,186,93
OO,5795,2025-08-14,-8.0,55,34
G7,4476,2025-08-11,33.0,101,29
OO,5337,2025-08-12,261.0,55,34
OO,5020,2025-08-12,-7.0,40,29
UA,1041,2025-08-06,2.0,57,43
G7,4563,2025-08-08,-5.0,74,29
UA,468,2025-08-05,1.0,78,62
UA,2148,2025-08-05,2.0,60,46
UA,1492,2025-08-10,27.0,80,51
OO,5490,2025-08-09,26.0,639,42
OO,5395,2025-08-11,1.0,116,34
OO,5398,2025-08-04,-1.0,84,39
OO,4748,2025-08-03,7.0,89,29
UA,1658,2025-08-12,8.0,504,56
OO,5353,2025-08-11,-7.0,768,29
